{'pCancerMult': 0.11499999999999998, 'pImmuneKill': 1.0, 'pCancerSpawn': 0.01}
8 runs over 2000 iterations

AverageImmune, VarianceImmune, StdDefImmune, AverageBacteria, VarianceBacteria, StdDefBacteria
0.005975,4.687500000000051e-10,2.1650635094611085e-05,0.0,0.0,0.0
0.00596875,4.296875000000043e-10,2.0728904939721352e-05,0.0,0.0,0.0
0.00596875,4.296875000000043e-10,2.0728904939721352e-05,0.0,0.0,0.0
0.00596875,4.296875000000043e-10,2.0728904939721352e-05,0.0,0.0,0.0
0.0059656250000000004,4.5898437500000326e-10,2.142392062625334e-05,0.0,0.0,0.0
0.0059656250000000004,4.5898437500000326e-10,2.142392062625334e-05,0.0,0.0,0.0
0.0059656250000000004,4.5898437500000326e-10,2.142392062625334e-05,3.125e-06,6.835937499999999e-11,8.267972847076845e-06
0.0059656250000000004,4.5898437500000326e-10,2.142392062625334e-05,3.125e-06,6.835937499999999e-11,8.267972847076845e-06
0.005959375000000001,3.0273437500000377e-10,1.7399263633843926e-05,3.125e-06,6.835937499999999e-11,8.267972847076845e-06
0.005959375000000001,3.0273437500000377e-10,1.7399263633843926e-05,3.125e-06,6.835937499999999e-11,8.267972847076845e-06
0.005959375000000001,3.0273437500000377e-10,1.7399263633843926e-05,3.125e-06,6.835937499999999e-11,8.267972847076845e-06
0.005959375000000001,3.0273437500000377e-10,1.7399263633843926e-05,3.125e-06,6.835937499999999e-11,8.267972847076845e-06
0.005959375000000001,3.0273437500000377e-10,1.7399263633843926e-05,3.125e-06,6.835937499999999e-11,8.267972847076845e-06
0.005959375000000001,3.0273437500000377e-10,1.7399263633843926e-05,3.125e-06,6.835937499999999e-11,8.267972847076845e-06
0.0059562500000000015,2.734375000000035e-10,1.6535945694153795e-05,3.125e-06,6.835937499999999e-11,8.267972847076845e-06
0.005953125,5.371093750000051e-10,2.3175620272174058e-05,3.125e-06,6.835937499999999e-11,8.267972847076845e-06
0.00595,4.687500000000051e-10,2.1650635094611085e-05,3.125e-06,6.835937499999999e-11,8.267972847076845e-06
0.00595,4.687500000000051e-10,2.1650635094611085e-05,3.125e-06,6.835937499999999e-11,8.267972847076845e-06
0.005946875000000001,5.371093750000085e-10,2.317562027217413e-05,3.125e-06,6.835937499999999e-11,8.267972847076845e-06
0.005946875000000001,5.371093750000085e-10,2.317562027217413e-05,3.125e-06,6.835937499999999e-11,8.267972847076845e-06
0.005946875000000001,5.371093750000085e-10,2.317562027217413e-05,3.125e-06,6.835937499999999e-11,8.267972847076845e-06
0.005946875000000001,5.371093750000085e-10,2.317562027217413e-05,3.125e-06,6.835937499999999e-11,8.267972847076845e-06
0.005946875000000001,5.371093750000085e-10,2.317562027217413e-05,3.125e-06,6.835937499999999e-11,8.267972847076845e-06
0.00594375,5.859375000000104e-10,2.420614591379657e-05,6.25e-06,2.7343749999999997e-10,1.653594569415369e-05
0.005940625000000001,7.714843750000117e-10,2.7775607554111425e-05,6.25e-06,2.7343749999999997e-10,1.653594569415369e-05
0.005940625000000001,7.714843750000117e-10,2.7775607554111425e-05,6.25e-06,2.7343749999999997e-10,1.653594569415369e-05
0.005940625000000001,7.714843750000117e-10,2.7775607554111425e-05,6.25e-06,2.7343749999999997e-10,1.653594569415369e-05
