{'pCancerMult': 0.038, 'pImmuneKill': 1.0, 'pCancerSpawn': 0.01}
8 runs over 2000 iterations

AverageImmune, VarianceImmune, StdDefImmune, AverageBacteria, VarianceBacteria, StdDefBacteria
0.00595625,2.734375000000035e-10,1.6535945694153795e-05,0.0,0.0,0.0
0.00595625,2.734375000000035e-10,1.6535945694153795e-05,0.0,0.0,0.0
0.005953125,3.808593750000076e-10,1.951561874499519e-05,0.0,0.0,0.0
0.005953125,3.808593750000076e-10,1.951561874499519e-05,0.0,0.0,0.0
0.005953125,3.808593750000076e-10,1.951561874499519e-05,0.0,0.0,0.0
0.005946875000000001,2.2460937500000674e-10,1.4986973510352474e-05,0.0,0.0,0.0
0.005943749999999999,2.734375000000089e-10,1.653594569415396e-05,3.125e-06,6.8359375e-11,8.267972847076845e-06
0.005940625,4.5898437500001003e-10,2.1423920626253496e-05,3.125e-06,6.8359375e-11,8.267972847076845e-06
0.005940625,4.5898437500001003e-10,2.1423920626253496e-05,3.125e-06,6.8359375e-11,8.267972847076845e-06
0.005940625,4.5898437500001003e-10,2.1423920626253496e-05,3.125e-06,6.8359375e-11,8.267972847076845e-06
0.005940625,4.5898437500001003e-10,2.1423920626253496e-05,3.125e-06,6.8359375e-11,8.267972847076845e-06
0.005934375,6.152343750000115e-10,2.4803918541230767e-05,6.25e-06,1.1718750000000002e-10,1.0825317547305483e-05
0.005934375,6.152343750000115e-10,2.4803918541230767e-05,6.25e-06,1.1718750000000002e-10,1.0825317547305483e-05
0.005934375,6.152343750000115e-10,2.4803918541230767e-05,6.25e-06,1.1718750000000002e-10,1.0825317547305483e-05
0.005931250000000001,5.859375000000105e-10,2.4206145913796574e-05,6.25e-06,1.1718750000000002e-10,1.0825317547305483e-05
0.005931250000000001,5.859375000000105e-10,2.4206145913796574e-05,6.25e-06,1.1718750000000002e-10,1.0825317547305483e-05
0.005928124999999999,6.933593750000114e-10,2.6331718041176335e-05,6.25e-06,1.1718750000000002e-10,1.0825317547305483e-05
0.005928124999999999,6.933593750000114e-10,2.6331718041176335e-05,6.25e-06,1.1718750000000002e-10,1.0825317547305483e-05
0.005925,9.375000000000103e-10,3.061862178478989e-05,6.25e-06,1.1718750000000002e-10,1.0825317547305483e-05
0.005921874999999999,1.1621093750000096e-09,3.408972535823675e-05,6.25e-06,1.1718750000000002e-10,1.0825317547305483e-05
0.005921874999999999,1.1621093750000096e-09,3.408972535823675e-05,9.375000000000001e-06,1.46484375e-10,1.2103072956898177e-05
0.0059187499999999995,1.3671875000000092e-09,3.6975498644372725e-05,1.25e-05,3.125000000000001e-10,1.7677669529663692e-05
0.0059125,9.375000000000049e-10,3.0618621784789804e-05,1.25e-05,3.125000000000001e-10,1.7677669529663692e-05
0.0059125,9.375000000000049e-10,3.0618621784789804e-05,1.25e-05,3.125000000000001e-10,1.7677669529663692e-05
0.0059125,9.375000000000049e-10,3.0618621784789804e-05,1.25e-05,3.125000000000001e-10,1.7677669529663692e-05
0.0059125,9.375000000000049e-10,3.0618621784789804e-05,1.25e-05,3.125000000000001e-10,1.7677669529663692e-05
0.005909374999999999,9.277343750000063e-10,3.0458732327528116e-05,1.25e-05,3.125000000000001e-10,1.7677669529663692e-05
0.005906249999999999,1.0546875000000062e-09,3.247595264191655e-05,1.5625e-05,6.15234375e-10,2.4803918541230537e-05
0.005906249999999999,1.0546875000000062e-09,3.247595264191655e-05,1.5625e-05,6.15234375e-10,2.4803918541230537e-05
0.005906249999999999,1.0546875000000062e-09,3.247595264191655e-05,1.8750000000000002e-05,5.859374999999999e-10,2.4206145913796353e-05
0.0059031249999999995,1.3183593750000045e-09,3.630921887069459e-05,2.1875000000000003e-05,5.371093749999999e-10,2.3175620272173946e-05
0.0059031249999999995,1.3183593750000045e-09,3.630921887069459e-05,2.1875000000000003e-05,5.371093749999999e-10,2.3175620272173946e-05
0.0059031249999999995,1.3183593750000045e-09,3.630921887069459e-05,2.1875000000000003e-05,5.371093749999999e-10,2.3175620272173946e-05
0.0059031249999999995,1.3183593750000045e-09,3.630921887069459e-05,2.5000000000000005e-05,6.25e-10,2.5e-05
0.0059,1.0937499999999976e-09,3.3071891388307347e-05,3.4375e-05,1.2402343750000001e-09,3.521696146745202e-05
0.005896875,1.3183593749999954e-09,3.630921887069447e-05,3.4375e-05,1.2402343750000001e-09,3.521696146745202e-05
0.005896875,1.3183593749999954e-09,3.630921887069447e-05,3.4375e-05,1.2402343750000001e-09,3.521696146745202e-05
0.005896875,1.3183593749999954e-09,3.630921887069447e-05,3.4375e-05,1.2402343750000001e-09,3.521696146745202e-05
0.005896875,1.3183593749999954e-09,3.630921887069447e-05,3.7500000000000003e-05,1.25e-09,3.535533905932738e-05
0.005896875,1.3183593749999954e-09,3.630921887069447e-05,3.7500000000000003e-05,1.25e-09,3.535533905932738e-05
0.005896875,1.3183593749999954e-09,3.630921887069447e-05,3.7500000000000003e-05,1.25e-09,3.535533905932738e-05
0.005896875,1.3183593749999954e-09,3.630921887069447e-05,4.0625000000000005e-05,1.552734375e-09,3.940475066537029e-05
0.005896875,1.3183593749999954e-09,3.630921887069447e-05,4.3750000000000006e-05,1.9921875e-09,4.4633927678392814e-05
0.005896875,1.3183593749999954e-09,3.630921887069447e-05,4.3750000000000006e-05,1.9921875e-09,4.4633927678392814e-05
0.005896875,1.3183593749999954e-09,3.630921887069447e-05,4.6875e-05,2.5683593750000002e-09,5.0678983563208924e-05
0.0058937500000000006,1.6796874999999918e-09,4.09839907768874e-05,5.000000000000001e-05,3.28125e-09,5.7282196186948e-05
0.0058937500000000006,1.6796874999999918e-09,4.09839907768874e-05,5.3125000000000004e-05,4.130859375000001e-09,6.42717618787598e-05
0.0058937500000000006,1.6796874999999918e-09,4.09839907768874e-05,5.000000000000001e-05,3.906250000000001e-09,6.25e-05
0.0058937500000000006,1.6796874999999918e-09,4.09839907768874e-05,5.3125000000000004e-05,3.6621093750000005e-09,6.0515364784490896e-05
0.0058937500000000006,1.6796874999999918e-09,4.09839907768874e-05,6.25e-05,4.6875e-09,6.846531968814576e-05
0.0058937500000000006,1.6796874999999918e-09,4.09839907768874e-05,6.5625e-05,4.677734375000001e-09,6.839396446324778e-05
0.0058937500000000006,1.2109374999999975e-09,3.47985272676876e-05,6.5625e-05,4.677734375e-09,6.839396446324777e-05
0.005890624999999999,1.0839843749999998e-09,3.2923917977664806e-05,6.5625e-05,4.677734375e-09,6.839396446324777e-05
0.005893749999999999,8.984375000000014e-10,2.997394702070452e-05,6.562500000000001e-05,5.771484375e-09,7.597028613214511e-05
0.0058874999999999995,1.4062499999999965e-09,3.7499999999999956e-05,6.562500000000001e-05,5.771484375e-09,7.597028613214511e-05
0.005884375,1.3964843749999974e-09,3.736956482219183e-05,6.875e-05,6.992187500000001e-09,8.361930100162282e-05
