{'pImmuneKill': 0.6, 'pCancerMult': 0.4, 'pCancerSpawn': 0.01}
[0.15663684348464568,0.0965553611624618,-0.22265759559428402,0.02451519225651932]
8 runs over 1000 iterations

AverageImmune, VarianceImmune, StdDefImmune, AverageBacteria, VarianceBacteria, StdDefBacteria
0.005984375,1.4648437499999824e-10,1.2103072956898106e-05,0.0,0.0,0.0
0.0059812500000000005,2.734374999999967e-10,1.6535945694153592e-05,0.0,0.0,0.0
0.005971875000000001,5.371093750000037e-10,2.3175620272174028e-05,3.125e-06,6.835937499999999e-11,8.267972847076845e-06
0.005971875000000001,5.371093750000037e-10,2.3175620272174028e-05,3.125e-06,6.835937499999999e-11,8.267972847076845e-06
0.005971875000000001,5.371093750000037e-10,2.3175620272174028e-05,3.125e-06,6.835937499999999e-11,8.267972847076845e-06
0.005968750000000001,5.859375000000024e-10,2.4206145913796404e-05,3.125e-06,6.835937499999999e-11,8.267972847076845e-06
0.0059656250000000004,9.277343750000028e-10,3.045873232752806e-05,3.125e-06,6.835937499999999e-11,8.267972847076845e-06
0.0059625,9.375000000000022e-10,3.0618621784789764e-05,9.375e-06,6.152343749999999e-10,2.4803918541230534e-05
0.0059625,9.375000000000022e-10,3.0618621784789764e-05,1.25e-05,1.0937499999999999e-09,3.307189138830738e-05
0.005956250000000001,5.85937500000005e-10,2.420614591379646e-05,1.875e-05,2.4609374999999996e-09,4.960783708246107e-05
0.005946875000000001,6.933593750000114e-10,2.6331718041176335e-05,3.125e-05,6.835937500000001e-09,8.267972847076846e-05
0.005943749999999999,7.421875000000126e-10,2.7243118397129442e-05,3.4375e-05,8.271484375e-09,9.09477013178453e-05
0.005934375,1.0839843750000113e-09,3.292391797766498e-05,5.3125e-05,1.9755859374999994e-08,0.00014055553840030635
0.005928124999999999,1.1621093750000112e-09,3.408972535823677e-05,7.1875e-05,3.2724609375e-08,0.00018089944548007881
0.005928124999999999,1.1621093750000112e-09,3.408972535823677e-05,9.999999999999999e-05,6.515625e-08,0.00025525722320827673
0.005928124999999999,1.1621093750000112e-09,3.408972535823677e-05,0.0001375,1.1281250000000002e-07,0.0003358757210636101
0.005928124999999999,1.1621093750000112e-09,3.408972535823677e-05,0.00018437500000000002,1.94521484375e-07,0.0004410458982634347
0.005925,9.375000000000103e-10,3.061862178478989e-05,0.000225,2.6140625e-07,0.000511279033405439
0.005928125,1.162109375000011e-09,3.408972535823677e-05,0.0002875,4.3296874999999996e-07,0.0006580036094125928
0.00593125,1.52343750000001e-09,3.9031237489990116e-05,0.00035,6.3296875e-07,0.0007955933320484782
0.005928125,3.349609375000001e-09,5.787580992953793e-05,0.00043125000000000005,9.296484375000001e-07,0.0009641827822047021
0.00593125,4.179687499999995e-09,6.465050270492871e-05,0.000528125,1.275224609375e-06,0.0011292584333867071
0.0059375,6.250000000000016e-09,7.905694150420958e-05,0.0006374999999999999,1.7145312499999997e-06,0.0013094011035584168
0.005934375,7.64648437500001e-09,8.74441786227077e-05,0.000790625,2.3804589843750003e-06,0.0015428736125733047
0.005946875,1.4130859375000032e-08,0.0001188732912600641,0.000984375,3.3928027343749996e-06,0.0018419562248802221
0.005953125,1.819335937500001e-08,0.00013488276159317027,0.0012000000000000001,4.4909375000000006e-06,0.002119183215297819
0.005959374999999999,2.577148437499996e-08,0.0001605349942380164,0.00141875,5.9096484375000006e-06,0.002430976848408886
0.005965625,3.1240234375000023e-08,0.00017674907177974098,0.0016625,7.04078125e-06,0.0026534470505363396
0.005971875,3.7255859374999986e-08,0.0001930177695835282,0.0019375000000000002,8.889062500000002e-06,0.002981453085326013
0.0059875,5.031250000000003e-08,0.00022430448056157958,0.00223125,1.12943359375e-05,0.0033607046787095113
0.0059968750000000005,6.194335937499995e-08,0.00024888422885952405,0.002540625,1.3852958984374999e-05,0.0037219563383219583
0.006015624999999999,7.827148437499998e-08,0.00027977041368772355,0.00291875,1.7369804687500003e-05,0.004167709765266771
0.006028125,9.772460937500004e-08,0.00031260935586607135,0.00335625,2.12808984375e-05,0.004613122417354649
0.00604375,1.254296875000001e-07,0.00035416053916267985,0.0038156249999999996,2.5738115234374997e-05,0.0050732746066396795
0.0060593750000000005,1.3499023437499998e-07,0.00036741017184476534,0.004315625,3.0895771484375e-05,0.0055583964849923225
0.00608125,1.651171875e-07,0.000406346142469693,0.004809374999999999,3.738967773437499e-05,0.006114709946871968
0.0061,1.8390624999999988e-07,0.00042884291996021095,0.005321875,4.3590693359374995e-05,0.006602324845035648
0.0061156249999999995,2.0436523437499998e-07,0.00045206773206567176,0.0059656250000000004,5.2142802734374994e-05,0.007220997350392465
0.006140625,2.4264648437500004e-07,0.000492591599984206,0.006496875,5.9676474609375003e-05,0.007725054990702332
0.00616875,3.108984374999999e-07,0.0005575826732422735,0.0071874999999999994,7.087671874999999e-05,0.008418831198569074
0.006196875,3.666308593749999e-07,0.0006055005031996257,0.007831250000000001,8.04041796875e-05,0.008966837775241616
0.006215625000000001,4.196777343750003e-07,0.0006478253888008715,0.008596874999999999,9.3672255859375e-05,0.009678442842698148
0.006259375,5.543652343750004e-07,0.0007445570726109587,0.009340625,0.00010864795898437502,0.010423433166878129
0.0062968749999999995,6.520996093749997e-07,0.0008075268474639092,0.010165625000000001,0.00012505061523437498,0.011182603240497043
0.006331250000000001,7.288671875000002e-07,0.0008537371887764993,0.011065624999999999,0.000145494677734375,0.012062117464789298
0.006374999999999999,8.228125e-07,0.0009070901278263368,0.0119,0.00016663625000000004,0.012908766401170951
0.006425,9.204687499999998e-07,0.0009594106263743381,0.01279375,0.00018687558593749996,0.013670244545636335
0.00648125,1.0776171875e-06,0.0010380834202991587,0.013778125,0.00021045647460937497,0.014507118066982669
0.006553125,1.2427246093750003e-06,0.001114775587001707,0.01476875,0.00023712355468749998,0.015398816665169436
0.00661875,1.4371484374999998e-06,0.001198811260165669,0.015775,0.00026063359375,0.016144150449930773
0.0066812500000000006,1.6366796875000004e-06,0.001279327826438556,0.016884375,0.000296931865234375,0.017231711036179053
0.0067437500000000015,1.8160546874999999e-06,0.0013476107329269827,0.0181125,0.00033326984374999996,0.01825567976685612
0.006812500000000001,2.1392187500000002e-06,0.0014626068337048068,0.019262500000000002,0.00037079437500000005,0.01925602178540521
0.006928125,2.6328808593749996e-06,0.0016226154379195951,0.020590625,0.00041316874023437493,0.02032655259099228
0.00703125,2.982773437499999e-06,0.0017270707679478566,0.021746875000000002,0.00045196959960937515,0.021259576656400644
0.007115625,3.2549902343750007e-06,0.0018041591488488482,0.02306875,0.0004975691796874999,0.022306258755952327
0.007228125,3.8705371093749996e-06,0.0019673680665739696,0.0244375,0.0005466384374999999,0.02338030020123779
0.007318750000000001,4.1633984374999984e-06,0.002040440745892906,0.025953125,0.000607003974609375,0.024637450651586804
0.007434374999999999,4.766083984375001e-06,0.0021831362725159877,0.027340625,0.000663613896484375,0.025760704502873655
0.00758125,5.6193359375e-06,0.0023705138551588347,0.02883125,0.0007262873046875,0.026949718081781485
0.00769375,6.206367187499999e-06,0.002491258153524038,0.030346875000000002,0.000789723193359375,0.02810201404453736
0.00784375,7.3112109375e-06,0.0027039250983523933,0.031878125,0.000861894443359375,0.0293580388200468
0.008003125,8.223505859374999e-06,0.002867665576627616,0.033478125,0.000935950693359375,0.030593311251961186
0.0081625,9.14375e-06,0.003023863422841713,0.035074999999999995,0.0010130431249999999,0.031828338395210015
0.0083125,1.0201093750000001e-05,0.0031939151131487515,0.036896874999999996,0.0011086802246093748,0.033296850070380156
0.008431250000000001,1.0604648437499998e-05,0.0032564779190868156,0.038650000000000004,0.00119812328125,0.03461391745021069
0.008609374999999999,1.1402490234375e-05,0.0033767573549745916,0.040553124999999995,0.001304050537109375,0.036111639911659714
0.008809375,1.3073427734375002e-05,0.0036157195320399233,0.042493750000000004,0.0014166754296875,0.03763874904519942
0.008987499999999999,1.466046875e-05,0.0038288991564155877,0.044475,0.0015312121875,0.039130706452861284
0.0092375,1.6383749999999997e-05,0.004047684523279946,0.046537499999999996,0.0016573135937499998,0.0407101166020192
0.0094375,1.7460781249999994e-05,0.004178609966244755,0.048515625,0.0017828724902343748,0.042224074770613684
0.009665625,1.9616708984375e-05,0.00442907540965098,0.050590625,0.0019275949902343749,0.043904384635641745
0.009903125,2.1824130859375002e-05,0.004671630428380974,0.0526625,0.0020568618750000005,0.045352639118357824
0.010131250000000001,2.41505859375e-05,0.004914324565746548,0.054828125000000005,0.0022036564746093753,0.0469431195662301
0.010434375,2.6873583984374996e-05,0.005183973763858667,0.057009375,0.002369625771484375,0.04867880207528093
0.010765625,3.0896083984375e-05,0.005558424595546386,0.059271875,0.0025387292871093753,0.05038580442058433
0.011090625,3.4450927734375e-05,0.0058694912670839705,0.061646875,0.002722642412109375,0.05217894606169595
0.011396875000000002,3.8705224609375e-05,0.006221352313554907,0.063865625,0.0028867465527343747,0.05372845198527847
0.01171875,4.26118359375e-05,0.00652777419473897,0.066309375,0.003102408271484375,0.0556992663460155
0.01211875,4.8391210937499995e-05,0.006956379154236778,0.0686125,0.0032960278125000004,0.057411042600705314
0.012515624999999999,5.479592773437499e-05,0.007402427151575015,0.070990625,0.0035081059277343746,0.05922926580445156
0.012862499999999999,6.015640625e-05,0.007756056101524795,0.07345312500000001,0.0037367495996093753,0.06112895876431542
0.013321875,6.734006835937502e-05,0.008206099460728892,0.075828125,0.003949599443359375,0.0628458387115597
0.013765625,7.529139648437499e-05,0.008677061512077403,0.07836875,0.004191779960937499,0.06474395694532038
0.014093749999999999,7.790183593749999e-05,0.00882620167101908,0.0811,0.004481340625,0.06694281608208606
0.01445625,8.43737109375e-05,0.009185516367493991,0.083509375,0.004730433115234375,0.06877814416829212
0.01490625,9.131527343750001e-05,0.009555902544370155,0.086515625,0.005056711240234375,0.07111055646129044
0.015143749999999997,9.264777343749998e-05,0.009625371340239294,0.08909375,0.0053163658984375,0.07291341370720136
0.015540624999999999,9.9921396484375e-05,0.009996069051600984,0.091771875,0.005626390537109375,0.07500926967455006
0.015965625,0.000108043271484375,0.010394386537183184,0.094640625,0.005962191083984375,0.07721522572643542
0.016553125,0.00011714319335937499,0.010823270917766727,0.097590625,0.006320494365234373,0.07950153687341129
0.0170875,0.00012580625000000004,0.011216338529127946,0.100671875,0.006713027724609376,0.08193306856580788
0.017640625,0.00014014374023437503,0.011838232141429523,0.1036125,0.00712162421875,0.08438971630921625
0.018181250000000003,0.0001485537109375,0.012188261194177782,0.106315625,0.0075095117089843755,0.0866574388554403
0.018865625,0.000164802490234375,0.01283754221938043,0.10918125000000001,0.0078721760546875,0.08872528419051415
0.01936875,0.0001718955859375,0.013110895695470238,0.11224999999999999,0.00827931640625,0.09099074901466632
0.01998125,0.0001863971484375,0.013652734101179148,0.115325,0.008743070937499998,0.09350438993705054
0.02065625,0.00020349183593749997,0.014265056464574544,0.118509375,0.009192410146484377,0.09587705745632985
0.02135625,0.00021890027343750003,0.014795278754977888,0.121665625,0.009694829365234374,0.0984623245979617
0.0221875,0.00024323328125000002,0.015595937972754317,0.12461875,0.0101172907421875,0.10058474408272608
0.022865625,0.00026297983398437504,0.016216652983411066,0.12791562499999998,0.010672036240234373,0.10330554796444562
0.0235875,0.00028112515624999993,0.01676678729661708,0.13118437500000002,0.011244973115234374,0.10604231756819715
0.024278125,0.00029833444335937496,0.017272360677086818,0.134478125,0.011783729443359373,0.10855288777070546
0.024996875,0.00031782538085937506,0.017827657750231103,0.13745,0.0122972090625,0.11089278183227257
0.025765625,0.0003411570214843749,0.01847043641835176,0.140990625,0.012910826396484377,0.11362581747333823
0.026403125,0.00035629366210937496,0.01887574269027248,0.144265625,0.013515858740234374,0.11625772550774582
0.027275,0.00038447703124999997,0.019608085864000084,0.147471875,0.014097456630859376,0.11873271087134908
0.027975,0.000408593125,0.020213686576179023,0.150578125,0.014677863662109374,0.12115223341775162
0.028575000000000003,0.00042986796875000004,0.020733257552782196,0.15415625,0.0154119991796875,0.12414507311886162
0.029321875,0.0004560345996093751,0.02135496662627631,0.157034375,0.015943979052734376,0.12626946999466807
0.029984374999999997,0.000487683271484375,0.022083552057682546,0.16067499999999998,0.01672951015625,0.12934260765985042
